Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
1851,4,2,10,48,,,7,,8,CHILE,,CHILE:  VALPARAISO,-33.32,-71.42,,No
1851,4,19,14,30,,,,,,PAKISTAN,,PAKISTAN:  GAVADER,25.10,62.30,,No
1851,5,16,13,,    ,,,,,GUADELOUPE,,GUADELOUPE:  POINTE-A-PITRE,16.20,-61.40,,No
1851,8,14,1,23,,,,,11,ITALY,,"ITALY:  MELFI, RAPOLLA, BARILE, RIONERO, MT VULTURE",41.00,15.70,671.00,No
1851,10,17,,,,,,,10,ALBANIA,,ALBANIA:  BERAT,40.50,19.70,400.00,No
1851,,,,,    ,,,,,IRAN,,IRAN:  SHAHRUD,36.20,55.00,,No
1851,2,28,13,,,,,,10,TURKEY,,TURKEY:  FETHIYE; GREECE:  RHODES,36.50,28.80,,Yes
1851,5,15,16,10,    ,,,,6,USA,CA,CALIFORNIA:  NORTHERN,37.80,-122.40,,Yes
1851,5,26,18,14,,,7,,10,CHILE,,CHILE:  COPIAPO,-27.35,-70.35,,Yes
1851,10,12,6,,,,7,,11,ALBANIA,,"ALBANIA:  VLORE (VALONA),BERAT; TURKEY",40.50,19.70,2000.00,Yes
1851,11,13,2,51,    ,,,,,USA,CA,CALIFORNIA:  NORTHERN,40.00,-122.00,,Yes
1852,1,24,,,    ,,,,,MEXICO,,MEXICO:  OAXACA,17.00,-96.30,,No
1852,1,24,,,,,,,,PAKISTAN,,"PAKISTAN:  UPPER SINDH, FORT KAHAN, MURREE HILLS",27.70,68.80,350.00,No
1852,2,22,,,    ,10,6,,9,IRAN,,IRAN:  KHABUSHAN (NW KUCHAN),37.10,58.40,,No
1852,4,16,22,16,    ,,,,10,AZORES (PORTUGAL),,AZORES:  SAO MIGUEL (SAN MIGUEL),37.50,-25.30,12.00,No
1852,5,26,,,,,6,,8,CHINA,,CHINA: NINGXIA,37.50,105.20,300.00,No
1852,7,24,,,    ,,7,,,TURKEY,,TURKEY,39.90,41.30,,No
1852,12,21,10,,    ,,,,10,AZORES (PORTUGAL),,AZORES:  FAIAL,38.30,-28.40,,No
1852,12,24,,,,,,,9,PHILIPPINES,,"PHILIPPINES:  BATANGAS, N MINDANAO",13.80,121.10,,No
1852,1,9,,,,150,7,,8,INDONESIA,,INDONESIA:  JAVA: DJAKARTA; SUMATRA: TELUKBETUNG,-6.50,105.50,,Yes
1852,7,17,,,,,,,,CUBA,,CUBA: SANTIAGO DE CUBA,20.00,-75.80,,Yes
1852,9,16,10,45,,,8,,9,PHILIPPINES,,"PHILIPPINES:  LUZON:  BATAAN, RIZAL, PAMPANGA,MANILA",14.00,120.50,3.00,Yes
1852,11,11,0,0,,,7,,,INDONESIA,,INDONESIA:  SUMATRA:  SIBOLGA,1.50,98.00,,Yes
1852,11,19,,,,,,,,INDONESIA,,INDONESIA:  AMBON ISLAND,-3.70,128.20,,Yes
1852,11,25,7,9,    ,,,,,USA,CA,CALIFORNIA:  NORTHERN,,,,Yes
1852,11,25,22,40,,100,8,,9,INDONESIA,,INDONESIA:  MALUKU:  BANDANAIRA,-5.25,129.75,60.00,Yes
1852,11,27,,,,,,,3,PERU,,PERU,-12.10,-77.10,,Yes
1852,11,29,,,,,7,,,MEXICO,,N. MEXICO,32.50,-115.50,,Yes
1852,12,4,,,,,,,,MEXICO,,S. MEXICO,17.00,-100.00,1.00,Yes
1852,12,24,,,,,7,,,INDONESIA,,INDONESIA:  BANDANEIRA,-5.00,130.50,,Yes
1853,2,1,21,,    ,,,,8,USA,CA,CALIFORNIA:  SAN SIMEON,35.50,-121.00,,No
1853,3,11,,,    ,,,,,JAPAN,,JAPAN:  ODAWARA,35.50,139.50,,No
1853,4,9,,,    ,,,,9,ITALY,,"ITALY:  CAPOSELE,CALABRITTO,LIONI",40.90,15.20,,No
1853,4,22,,,,,,,9,IRAN,,IRAN:  SHIRAZ,29.60,52.50,13000.00,No
1853,5,18,20,,    ,,,,12,ITALY,,ITALY:  S,40.80,15.20,,No
1853,,,,,,,,,8,PHILIPPINES,,"PHILIPPINES:  CAMARINES, DAET",14.00,123.00,,No
1853,7,15,,,,14,7,,9,VENEZUELA,,VENEZUELA:  CUMANA,10.50,-64.20,1000.00,Yes
1853,8,18,8,30,,,,,9,GREECE,,"GREECE:  THEBES, BOEOTIA",38.25,23.50,17.00,Yes
1853,10,3,,,,,,,,JAPAN,,JAPAN:  OKINAWA,26.20,127.60,,Yes
1853,11,,,,    ,,,,,RUSSIA,,RUSSIA:  S. KURIL ISLANDS,47.00,154.00,,Yes
1853,12,24,,,,,,,,TONGA,,TONGA TRENCH,-21.17,-175.17,,Yes
1854,1,2,,,    ,,,,,MEXICO,,MEXICO:  DURANGO,24.00,-104.40,,No
1854,1,13,,,    ,,,,,MEXICO,,MEXICO:  TLAPUJAHUA,19.80,-100.20,,No
1854,2,12,,,,,,,10,ITALY,,"ITALY:  CONNICI,COSENZA,PIETRAFITTA,PATERNO",39.30,16.30,,No
1854,4,14,,,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,13.80,-89.20,,No
1854,5,5,,,    ,,,,,MEXICO,,"MEXICO:  VERACRUZ,OAXACA",17.00,-96.30,,No
1854,6,16,17,,    ,,,,12,ITALY,,ITALY:  N,44.30,11.80,,No
1854,7,9,,,,,,,,JAPAN,,"JAPAN:  IGA, ISE, YAMATO",35.00,136.00,1352.00,No
1854,7,20,1,45,,,,,9,FRANCE,,"FRANCE:  BAGNERES, GRIPP, LOURDES, ARGES",43.00,-0.10,,No
1854,7,30,2,30,,,,,10,ALBANIA,,"ALBANIA:  DELVINE, SULI, GZIG",39.50,20.50,,No
1854,9,22,,,,,5,,6,IRAN,,"IRAN:  TABRIZ, KHVOY (KHOI)",38.06,45.03,,No
1854,12,24,,,,,6,,7,CHINA,,CHINA: SICHUAN PROVINCE,29.10,107.10,,No
1854,1,4,,,,,6,,,INDONESIA,,INDONESIA:  BANDA SEA,-3.50,128.60,,Yes
1854,1,27,18,10,    ,,,,5,USA,AK,ALASKA:  GULF OF ALASKA,57.00,-152.00,,Yes
1854,5,31,12,59,,,,,,USA,CA,CALIFORNIA:  SOUTHERN,34.40,-119.70,,Yes
1854,8,4,,,,,7,,,COSTA RICA,,COSTA RICA-PANAMA,8.50,-83.00,,Yes
1854,8,7,,,,,7,,,COSTA RICA,,COSTA RICA-PANAMA,8.50,-83.00,,Yes
1854,9,27,,,,,,,,INDONESIA,,INDONESIA:  MALUKU:  TERNATE ISLAND,0.80,127.40,,Yes
1854,10,22,3,35,,,,,,USA,CA,CALIFORNIA:  NORTHERN,37.80,-122.40,,Yes
1854,12,23,0,0,,,8,,,JAPAN,,JAPAN:  ENSHUNADA SEA,34.00,137.90,1000.00,Yes
1854,12,24,8,0,    ,,8,,,JAPAN,,JAPAN:  NANKAIDO,33.10,135.00,3000.00,Yes
1854,12,29,2,45,,,,,9,FRANCE,,"FRANCE:  CAGNES, BAR, ST PAUL, GRASSE, MENTON, NICE",43.80,7.90,,Yes
1855,2,1,,,    ,,,,,MEXICO,,"MEXICO:  GUERRERO,OAXACA",17.00,-96.30,,No
1855,2,28,1,,,,7,,10,TURKEY,,"TURKEY:  TAYABAS, BURSA",40.20,29.10,,No
1855,3,8,,,    ,,,,,MEXICO,,MEXICO:  OAXACA,17.00,-96.30,,No
1855,3,22,,,    ,,,,,PHILIPPINES,,PHILIPPINES:  S LUZON,16.00,121.00,,No
1855,4,11,17,40,,,,,10,TURKEY,,TURKEY:  BURSA,40.20,29.10,,No
1855,4,29,,,,,7,,,TURKEY,,TURKEY:  BURSA,40.20,29.10,,No
1855,7,3,,,    ,,,,10,ALBANIA,,"ALBANIA: SHKODER, BUCHATI, ZADRIME, JUBANI, KOSMACI",42.00,19.50,,No
1855,7,14,,,,,,,9,INDONESIA,,INDONESIA:  MALUKU:  TERNATE ISLAND,0.80,127.30,34.00,No
1855,7,25,12,,,,,,8,SWITZERLAND,,SWITZERLAND:  HAUT-VALAIS,46.30,7.90,,No
1855,8,22,12,,    ,,,,10,ALGERIA,,ALGERIA,37.10,5.70,,No
1855,12,11,,,,,6,,7,CHINA,,CHINA:  LIAONING PROVINCE,39.10,121.60,7.00,No
1855,12,12,,,    ,,,,8,FRANCE,,"FRANCE:  CHASTEUIL,TAULANNE,CASTELLANE,TALOIRE",43.80,6.40,,No
1855,1,23,9,,,33,8,,,NEW ZEALAND,,"NEW ZEALAND:  WELLINGTON,WAIOURU,WANGANUI,OTAKI",-41.25,175.00,,Yes
1855,2,11,12,0,,25,6,,,NEW ZEALAND,,NEW ZEALAND,-39.20,177.60,,Yes
1855,3,20,0,30,    ,,,,5,USA,CA,CALIFORNIA:  NORTHERN,40.75,-124.20,,Yes
1855,7,11,4,15,,,6,,8,USA,CA,CALIFORNIA:  LOS ANGELES,34.10,-118.10,,Yes
1855,8,11,9,15,,,,,,CHILE,,CHILE:  VALPARAISO,-33.00,-71.70,,Yes
1855,9,25,,,,,,,,HONDURAS,,HONDURAS: TRUJILLO,15.91,-85.96,,Yes
1855,10,22,3,45,,,,,,USA,CA,CALIFORNIA:  SAN FRANCISCO,37.80,-122.40,,Yes
1855,11,7,,,,,7,,,JAPAN,,ENSHUNADA,34.50,137.60,,Yes
1855,11,11,,,,,7,,,JAPAN,,JAPAN:  TOKYO,35.65,139.80,6757.00,Yes
1855,12,3,,,,,7,,,JAPAN,,JAPAN:  NANKAIDO,32.50,134.50,,Yes
1855,,,,,,,5,,6,CHINA,,CHINA:  SICHUAN PROVINCE,29.20,108.10,,Yes
1856,1,12,10,20,,,,,10,PORTUGAL,,"PORTUGAL:  TAVIRA, ALGARVE",37.10,-8.00,,No
1856,2,2,,,    ,,,,,MEXICO,,MEXICO:  OAXACA,17.00,-96.30,,No
1856,6,5,,,    ,,,,9,ITALY,,ITALY:  PIEVE SANTO STEFANO,46.40,12.40,,No
1856,6,10,,,,,6,,7,CHINA,,CHINA:  HUBEI PROVINCE,29.70,108.80,300.00,No
1856,2,15,13,25,,,6,,7,USA,CA,CALIFORNIA:  NORTHERN,37.50,-122.30,,Yes
1856,3,2,,,,,,,,INDONESIA,,INDONESIA:  SANGIHE PULAU (VOLCANIC),3.67,125.50,2806.00,Yes
1856,7,25,,,,,,,,INDONESIA,,INDONESIA:  LOMBOK ISLAND,-8.50,116.00,,Yes
1856,8,4,,,,,8,,,HONDURAS,,HONDURAS:  COAST,16.00,-88.00,,Yes
1856,8,21,21,45,,,,,9,ALGERIA,,ALGERIA:  NORTHERN,37.10,5.70,,Yes
1856,8,22,11,40,,,,,9,ALGERIA,,ALGERIA:  NORTHERN,37.10,5.70,3.00,Yes
1856,8,23,,,,,8,,5,JAPAN,,JAPAN:  OSHIMA,40.50,143.50,26.00,Yes
1856,10,12,0,45,,100,,,11,GREECE,,GREECE:  CRETE; EGYPT,35.50,26.00,538.00,Yes
1856,11,13,,,,,7,,9,GREECE,,GREECE:  CHIOS (E SPORADES),38.25,26.25,,Yes
1857,1,9,10,13,    ,,8,,7,USA,CA,CALIFORNIA:  SAN FRANCISCO,35.00,-119.00,,No
1857,4,9,,,,,,,,IRAN,,IRAN:  LAKE URMIA (LAKE URMI),37.40,45.30,,No
1857,4,9,,,,,7,,9,TURKEY,,TURKEY:  HINIS,38.40,42.10,,No
1857,9,16,,,    ,,,,,ITALY,,"ITALY:  CALABRIA,MONTEMURRO",39.40,16.40,,No
1857,10,27,,,    ,,,,7,IRAN,,"IRAN:  TASUJ,AZARBAIJAN",38.30,45.40,,No
1857,12,16,21,18,,,7,,10,ITALY,,"ITALY:  CAMPANIA, POTENZA",40.30,16.00,,No
1857,1,6,,,,,,,,SUDAN,,"SUDAN:  GONDOKORO, ILENGWE",4.90,31.70,,Yes
1857,4,17,,,,,8,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.50,147.00,,Yes
1857,5,13,,,,50,7,,,INDONESIA,,"INDONESIA:  TIMOR ISLAND::  DILHI, GERA",-8.00,115.50,36.00,Yes
1857,5,23,9,,,,,,,ALGERIA,,ALGERIA:  SEA OF ALBORAN,36.50,1.30,,Yes
1857,7,13,22,,,,6,,,JAPAN,,"TOKAIDO, JAPAN",34.80,138.30,,Yes
1857,9,17,22,,,,,,6,TURKEY,,TURKEY:  BURSA,40.20,29.00,,Yes
1857,11,17,,,,,,,,INDONESIA,,INDONESIA:  SULAWESI ISLAND:  KEMA,1.35,125.20,,Yes
1857,11,18,,,,,,,,INDONESIA,,INDONESIA:  SULAWESI ISLAND:  KEMA,1.35,125.20,,Yes
1858,1,15,,,,,,,9,SLOVAKIA,,SLOVAKIA:  ZILINA,49.20,18.80,,No
1858,1,22,,,    ,20,8,,10,RUSSIA,,RUSSIA:  KOMANDORSKY ISLAND,55.00,166.00,,No
1858,2,21,7,30,    ,,,,10,GREECE,,"GREECE:  VIEILLE,KORINTHOS,HEXAMILIA",38.00,23.00,,No
1858,4,9,,,,,,,,JAPAN,,JAPAN:  HIDA:  N,36.00,137.50,203.00,No
1858,4,23,,,,,,,,JAPAN,,SHINANO: TATE-YAMA VOLCANO,36.57,137.59,,No
1858,5,2,,,    ,,,,,MEXICO,,MEXICO:  OAXACA,17.00,-96.30,,No
1858,6,19,,,    ,,,,,MEXICO,,MEXICO:  MEXICO CITY,19.20,-99.10,,No
1858,8,24,,,,,,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  THAYETMYO, PROME",19.00,95.00,,No
1858,9,20,,,,,,,10,ALBANIA,,"ALBANIA:  DELVINON, BERATI; GREECE: CORFU",40.00,20.00,12.00,No
1858,9,30,,,    ,,,,10,BULGARIA,,BULGARIA,42.80,23.20,,No
1858,10,10,8,,    ,,,,10,ALBANIA,,"ALBANIA:  VLORE, KANINA",40.00,20.10,,No
1858,11,11,6,15,,,,,10,PORTUGAL,,PORTUGAL:  SETUBAL,38.20,-9.00,6.00,No
1858,11,26,8,35,    ,,,,9,USA,CA,"CALIFORNIA:  SAN JOSE,SAN FRANCISCO",37.50,-122.00,,No
1858,4,24,11,15,,,7,,8,CHILE,,CHILE:  LA SERENA,-30.00,-71.40,,Yes
1858,9,,,,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,26.20,127.50,,Yes
1858,12,13,,,,,7,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.00,126.00,,Yes
1859,3,22,13,30,    ,,,,,ECUADOR,,ECUADOR:  PICHINCHA,-0.30,-78.50,,No
1859,4,12,9,55,    ,,,,12,ITALY,,ITALY:  CENTRAL,43.40,11.30,,No
1859,6,2,8,,    ,,6,,,TURKEY,,TURKEY:  ERZURUM,39.90,41.30,,No
1859,6,11,13,,    ,10,6,,9,AZERBAIJAN,,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.70,48.50,,No
1859,8,21,,,    ,,,,9,TURKEY,,TURKEY,40.20,25.80,,No
1859,8,22,17,15,    ,,,,11,ITALY,,ITALY,42.80,13.10,,No
1859,6,28,,,,,7,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.00,126.50,,Yes
1859,7,20,,,,,,,,INDONESIA,,INDONESIA:  LONTHOR ISLAND,-4.60,129.90,,Yes
1859,7,29,,,,,7,,,INDONESIA,,INDONESIA:  SULAWESI,0.01,125.50,,Yes
1859,8,25,,,,,6,,,EL SALVADOR,,EL SALVADOR:  LA UNION; HONDURAS,13.33,-87.81,,Yes
1859,9,24,,,    ,,,,,USA,CA,CALIFORNIA:  HALF MOON BAY,37.60,-122.30,,Yes
1859,9,25,,,,,7,,,INDONESIA,,"INDONESIA:  NEIRA I, LONTHOR I",-5.50,130.50,,Yes
1859,10,5,12,0,,,8,,10,CHILE,,CHILE,-27.35,-70.35,10.00,Yes
1859,10,20,,,,,,,,INDONESIA,,S. JAVA SEA,-9.00,111.00,2.00,Yes
1859,11,22,,,,,,,,AUSTRALIA,,AUSTRALIA:  TASMANIA: CIRCULAR HEAD,-40.85,145.32,,Yes
1859,12,9,2,0,,,7,,,EL SALVADOR,,EL SALVADOR; GUATEMALA; NICARAGUA,13.70,-89.80,,Yes
1859,12,17,,,,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  MANADO, BELANG",0.90,124.90,,Yes
1860,4,10,,,    ,,,,11,ALBANIA,,ALBANIA:  GJIROKASTER,40.00,20.10,,No
1860,4,8,11,,,,,,,HAITI,,HAITI: ANSE-A-VEAU,18.52,-73.35,,Yes
1860,4,23,,,,,,,6,PERU,,"PERU:  LIMA, CALLAO",-12.10,-77.10,,Yes
1860,8,,,,,,,,,INDONESIA,,INDONESIA:  SULAWESI:  MINAHASSA,1.30,121.00,,Yes
1860,10,6,,,,,,,,INDONESIA,,INDONESIA: HALMAHERA ISLAND,-1.25,128.50,,Yes
1861,4,13,22,30,    ,20,,,10,PERU,,PERU,-13.80,-73.40,,No
1861,4,27,20,15,    ,,,,,JAMAICA,,JAMAICA:  KINGSTON,18.50,-77.90,,No
1861,5,7,,,,,,,,ETHIOPIA,,ETHIOPIA:  DUBBI,13.74,41.55,106.00,No
1861,5,9,,,,,,,11,ITALY,,ITALY:  CITTA DELLA PIEVE,46.00,12.00,,No
1861,7,4,0,11,    ,,,,11,USA,CA,"CALIFORNIA:  CONTRA COSTA,ALAMEDA COUNTIES",37.50,-122.00,,No
1861,7,19,,,,,6,,8,CHINA,,CHINA:  LIAONING PROVINCE,39.10,121.70,2.00,No
1861,2,16,,,,70,9,,9,INDONESIA,,"INDONESIA:  LAGUNDI, SIMUK, TELLO I",-1.00,97.50,1105.00,Yes
1861,3,9,,,,20,7,,,INDONESIA,,INDONESIA:  SW. SUMATRA,0.01,98.00,950.00,Yes
1861,3,20,,,,,,,,ARGENTINA,,"ARGENTINA:  MENDOZA, SAN LUIZ",-32.80,-68.80,14000.00,Yes
1861,4,26,,,,70,7,,,INDONESIA,,INDONESIA:  SW. SUMATRA,1.00,97.50,,Yes
1861,6,17,,,,,7,,,INDONESIA,,INDONESIA:  SW. SUMATRA,1.00,97.50,,Yes
1861,9,25,,,,,7,,,INDONESIA,,INDONESIA:  SW. SUMATRA,-1.50,100.00,,Yes
1861,10,20,17,30,,,7,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.50,142.00,,Yes
1861,12,26,5,,,,8,,10,GREECE,,"GREECE:  ACHAIE,VALYMITIKA,TRIPOLIS",38.20,22.20,,Yes
1862,1,12,7,19,    ,40,8,,10,RUSSIA,,RUSSIA:  LAKE BAYKAL,52.30,106.70,,No
1862,3,14,1,30,,,,,10,GREECE,,GREECE:  ARGOSTOLI (KEPHALLENIA),38.30,20.50,,No
1862,5,4,4,,    ,,,,10,ALBANIA,,"ALBANIA:  VLORE, KANINA, NARTA",40.30,19.30,,No
1862,6,6,,,,,7,,8,TAIWAN,,TAIWAN:  TAINAN,23.40,120.00,2000.00,No
1862,8,13,,,    ,,,,,IRAN,,IRAN:  KUHRUD,35.00,59.00,,No
1862,10,16,,,    ,,6,,,TURKEY,,TURKEY,38.80,30.50,,No
1862,12,20,1,15,    ,,,,,NICARAGUA,,NICARAGUA:  CHINANDEGA,12.70,-87.00,,No
1862,12,23,,,,,6,,7,CHINA,,CHINA:  SHANXI PROVINCE,35.50,111.50,,No
1862,3,4,9,30,,,7,,,PHILIPPINES,,"PHILIPPINES:  S LUZON ISLAND, MINDORO ISLAND",14.50,121.00,,Yes
1862,5,27,,,,,6,,7,USA,CA,CALIFORNIA:  SAN DIEGO,32.70,-117.20,,Yes
1862,7,10,8,15,    ,,7,,9,GHANA,,"GHANA:  ACCRA,CHRISTIANSBORG,ASHANTI,AKWAPIM",7.00,0.40,3.00,Yes
1863,1,2,,,    ,,,,8,IRAN,,IRAN:  BULGAVAR (SE ARDABIL),38.10,48.20,,No
1863,4,22,20,30,,,7,,11,GREECE,,"GREECE:  RHODES, KOS",36.50,28.00,,No
1863,4,,,,,,6,,7,CHINA,,CHINA:  YUNNAN PROVINCE,26.00,100.10,,No
1863,6,9,,,    ,,,,8,FRANCE,,"FRANCE:  BEYNES,MEZEL",44.00,6.20,,No
1863,6,9,,,,,,,7,PHILIPPINES,,PHILIPPINES:  MANILA,14.50,121.00,,No
1863,7,31,,,,,,,,INDONESIA,,INDONESIA:  JAVA:  BANYUMAS,-7.50,109.30,,No
1863,8,16,,,,,,,8,GREECE,,"GREECE:  KHADRA,KHIOS",38.25,26.25,,No
1863,9,25,,,,,6,,7,CHINA,,CHINA:  XINJIANG,43.80,87.60,9.00,No
1863,11,6,,,,,7,,9,TURKEY,,"TURKEY:  GALLIPOLI, GEMLIK",40.50,29.10,2.00,No
1863,12,,,,    ,,,,,IRAN,,"IRAN:  NIR,ARDABIL",38.00,47.60,,No
1863,,,,,,,,,10,TURKEY,,TURKEY:  SUHUT,38.53,30.55,,No
1863,3,16,,,,,,,,INDONESIA,,INDONESIA:  JAVA,-6.10,106.70,,Yes
1863,6,3,11,20,,,7,,10,PHILIPPINES,,"PHILIPPINES:  MANILA, RIZAL, BULACAN",14.50,121.00,400.00,Yes
1863,8,17,,,,,8,,,VANUATU,,VANUATU ISLANDS,-19.00,168.50,,Yes
1863,9,20,,,,,6,,,JAPAN,,"NW. HOKKAIDO ISLAND, JAPAN",44.60,141.50,,Yes
1864,1,3,,,,,,,9,IRAN,,"IRAN:  ARDABIL; AZERBAIJAN:  LENKORAN, NIAR",38.25,48.28,500.00,No
1864,1,17,,,,,,,8,IRAN,,"IRAN:  KIRMAN, CHATRUD",30.60,57.00,,No
1864,10,3,,,    ,,,,,MEXICO,,"MEXICO:  PUEBLA,VERACRUZ,ACULTZINGO,ACATZINGO",18.60,-97.50,,No
1864,12,2,,,,,6,,8,IRAQ,,"IRAQ:  ZURBATIYAH, BADRAH, TURSAQ, BAGHDAD",33.38,45.98,100.00,No
1864,5,19,,,,,,,,HAITI,,HAITI:  JACMEL,18.20,-72.53,,Yes
1864,5,23,,,,,8,,7,INDONESIA,,INDONESIA:   IRIAN JAYA:  MANOKWARI,-1.00,135.00,250.00,Yes
1864,6,27,22,30,,,,,,CANADA,,"OFF COAST SW AVALON PENINSULA, NEWFOUNDLAND",46.50,-53.70,,Yes
1865,2,8,,,,,,,7,IRAQ,,"IRAQ:  TURAQ, JASSAN, KUT-AL-AMARAH, BAGHDAD",33.20,44.26,,No
1865,3,7,14,,    ,,,,8,USA,CA,CALIFORNIA:  SONOMA COUNTY:  E CENTRAL,38.50,-122.50,,No
1865,6,,,,,,6,,7,IRAN,,"IRAN:  SHIRAZ, DARVESH-ASUH",29.60,53.10,,No
1865,7,16,,,,,,,,INDONESIA,,INDONESIA:  JAVA:  AMBARAWA,-7.20,110.30,,No
1865,7,19,1,,,,,,9,ITALY,,ITALY:  ETNA,37.70,15.10,,No
1865,7,23,21,30,    ,,,,10,GREECE,,GREECE:  MOLYVOS (LESBOS),39.40,26.20,,No
1865,10,1,17,15,    ,,,,9,USA,CA,"CALIFORNIA:  FORT HUMBOLDT, EUREKA",41.00,-124.50,,No
1865,1,8,,,,,,,,PERU,,PERU,-12.00,-77.10,5.00,Yes
1865,3,1,,,,,,,,PERU,,PERU:  CALLAO,,,,Yes
1865,3,1,,,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,,,,Yes
1865,10,8,20,46,,,6,,8,USA,CA,CALIFORNIA:  SANTA CRUZ,37.20,-121.90,,Yes
1865,10,19,14,0,,,6,,,PHILIPPINES,,"PHILIPPINES:  SE LUZON:  TIWI,LUBAN,RINCONADA",13.25,123.50,,Yes
1865,11,18,,,,,8,,,TONGA,,TONGA ISLANDS,-19.50,-173.50,,Yes
1866,1,2,,,,,,,,MEXICO,,"MEXICO:  PUEBLA, VERACRUZ",19.00,-98.00,,No
1866,3,2,15,30,,,,,10,ALBANIA,,"ALBANIA:  SMOKTHINE, VELCA, VLORE",40.30,19.30,20.00,No
1866,5,23,,,,,,,,NEPAL,,NEPAL:  KATHMANDU,27.70,85.30,,No
1866,12,4,,,    ,,7,,,ALBANIA,,ALBANIA,40.10,20.10,,No
1866,12,28,19,,    ,,,,8,PHILIPPINES,,PHILIPPINES:  N LUZON:  LAOAG,18.20,120.60,,No
1866,1,2,9,,    ,,,,10,ALBANIA,,"ALBANIA:  NARTA, VLORE, KANINA",40.40,19.50,60.00,Yes
1866,1,19,,,,,,,,GREECE,,GREECE:  AEGEAN SEA,,,,Yes
1866,1,31,,,,,6,,7,GREECE,,GREECE: THERA ISLAND (SANTORINI),36.40,25.30,,Yes
1866,2,6,,,,,6,,,GREECE,,"GREECE:  IONIAN SEA, AMALIAS, GARGALIANOI, KALAMAI",36.00,23.00,,Yes
1866,9,5,13,0,    ,,,,,USA,AK,"ALASKA:  KODIAK ISLAND, AK",58.00,-152.00,,Yes
1867,1,2,6,13,,,,,10,ALGERIA,,ALGERIA:  EL AFFROUN,36.40,2.70,70.00,No
1867,1,27,,,,,,,10,GREECE,,GREECE:  JANNINA (EPIRUS),39.80,20.80,,No
1867,2,4,3,,,100,8,,10,GREECE,,GREECE:  CEPHALONIA,38.40,20.20,,No
1867,3,17,10,45,    ,,,,8,USA TERRITORY,VI,VIRGIN ISLANDS; PUERTO RICO:  SAN JUAN,18.40,-64.30,,No
1867,4,14,,,,,,,,IRAQ,,"IRAQ:  MANDALI,JALULA,BAGHDAD",33.50,44.90,,No
1867,6,10,,,,,,,9,INDONESIA,,"INDONESIA:  JAVA:  JOGYAKARTA, SURAKARTA",-7.80,110.40,5.00,No
1867,12,1,11,10,    ,,,,8,USA TERRITORY,VI,VIRGIN ISLANDS; PUERTO RICO,18.40,-64.30,,No
1867,3,7,14,,,,7,,,GREECE,,GREECE:  MITILINI,39.20,26.40,,Yes
1867,9,20,3,15,,,7,,10,GREECE,,GREECE:  PENINSULA OF MAINA (LACONIA),36.40,22.20,,Yes
1867,9,,,,,,,,,VENEZUELA,,VENEZUELA: ISLA DE MARGARITA,10.90,-64.10,,Yes
1867,11,18,18,45,,33,8,,10,USA TERRITORY,VI,VIRGIN ISLANDS,18.10,-65.10,24.00,Yes
1867,12,18,,,,,7,7,,TAIWAN,,TAIWAN:  CHILUNG (KEELUNG),25.34,121.91,580.00,Yes
1868,1,20,,,    ,,,,,IRAN,,IRAN:  ALHAK,36.30,56.30,,No
1868,4,3,21,15,    ,18,7,,8,UZBEKISTAN,,UZBEKISTAN:  TASHKENT; KAZAKHSTAN:  TURKESTAN,41.20,69.60,,No
1868,4,7,,,    ,,,,,MEXICO,,MEXICO:  GUANAJUATO,21.00,-101.00,,No
1868,4,23,,,    ,,7,,,TURKEY,,TURKEY:  ERZURUM,40.00,41.70,,No
1868,5,22,,,    ,,,,,MEXICO,,"MEXICO:  SAN JOSE DE ITURBIDE,PUEBLA,VERACRUZ",21.20,-100.50,,No
1868,6,30,,,    ,,8,,,BANGLADESH,,BANGLADESH:  SYLHET,24.50,91.50,,No
1868,8,14,1,30,,,9,,,CHILE,,CHILE:  ARICA,-18.60,-71.00,,No
1868,8,15,19,30,,,8,,8,ECUADOR,,"ECUADOR:  EL ANGEL, CONCEPCION",0.81,-77.72,,No
1868,8,16,6,30,,20,8,,10,ECUADOR,,"ECUADOR:  GUAYAQUIL,IBARRA; COLOMBIA:  SAN PABLO",0.31,-78.18,70000.00,No
1868,10,18,17,,    ,15,5,,7,GEORGIA,,GEORGIA:  SPASK,41.20,43.80,,No
1868,10,30,,,,,6,,7,CHINA,,CHINA:  ANHUI PROVINCE,32.40,117.80,,No
1868,12,31,2,15,    ,,,,8,COLOMBIA,,"COLOMBIA:  ROBADOR,SIMACOTA,BARICHARA DE CABRERA",7.00,-73.00,,No
