Year,Month,Day,Hour,Minute,Second,FocalDepth,EQRichterMag,EQMomentMag,ModMercalli,Country,State,LocationName,Lat,Lon,DeathCount,Tsunami
1937,11,6,,,,33,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  FAKFAK,-3.00,132.30,,Yes
1938,1,2,,,    ,,,,7,MEXICO,,MEXICO:  OMETEPEC,16.10,-98.30,,No
1938,2,4,14,23,    ,130,,,8,COLOMBIA,,COLOMBIA:  TAMESIS,5.10,-75.50,,No
1938,4,19,10,59,    ,33,7,,10,TURKEY,,TURKEY:  KIRSEHIR,39.40,33.80,,No
1938,4,25,17,7,    ,,,,,NICARAGUA,,"NICARAGUA:  LEON,CHINANDEGA",12.20,-86.90,,No
1938,5,6,18,17,    ,,,,,NICARAGUA,,NICARAGUA:  LEON (TELICA VOLCANO DESTROYED),12.30,-86.90,,No
1938,5,14,12,3,9,,6,,8,CHINA,,CHINA:  YUNNAN PROVINCE,21.70,99.50,,No
1938,6,28,,,    ,,,,,MEXICO,,MEXICO:  TELOLOAPAN,18.20,-99.50,,No
1938,8,10,2,2,    ,10,6,,10,ECUADOR,,"ECUADOR:  ALANGASI,SANGOLQUI,TINGO-PICHINCHA",-0.30,-78.40,,No
1938,12,6,23,0,51,,7,,,TAIWAN,,TAIWAN,22.90,121.50,,No
1938,2,1,19,4,18,25,9,9,,INDONESIA,,INDONESIA:  NEW GUINEA,-5.25,130.50,,Yes
1938,2,13,,,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  FAKFAK,-3.00,132.30,,Yes
1938,3,6,1,56,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.10,153.10,,Yes
1938,3,22,15,22,14,16,6,,,CANADA,BC,CANADA:  BRITISH COLUMBIA,52.20,-131.90,,Yes
1938,5,12,15,38,57,,8,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-6.00,147.80,,Yes
1938,5,19,17,8,21,,8,,9,INDONESIA,,INDONESIA:  SULAWESI ISLAND,-1.00,120.00,17.00,Yes
1938,5,23,,,    ,,,,,JAPAN,,JAPAN TRENCH,36.70,141.40,,Yes
1938,5,28,16,42,,,6,,,JAPAN,,"E. HOKKAIDO ISLAND, JAPAN",43.60,144.30,1.00,Yes
1938,6,10,9,53,45,35,8,8,,JAPAN,,JAPAN:  SW RYUKYU ISLANDS,25.21,125.12,,Yes
1938,11,5,8,43,21,30,8,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37.10,141.70,1.00,Yes
1938,11,5,10,50,15,30,8,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37.20,141.70,,Yes
1938,11,6,8,53,53,0,8,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,37.50,142.20,,Yes
1938,11,6,21,38,47,0,7,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37.00,141.70,,Yes
1938,11,9,2,22,,20,,,,JAPAN,,JAPAN:  SANRIKU,37.60,141.20,,Yes
1938,11,10,20,18,41,25,8,8,6,USA,AK,ALASKA,55.48,-158.37,,Yes
1938,11,13,22,31,,60,6,,,JAPAN,,JAPAN:  SANRIKU,37.00,141.50,,Yes
1938,11,22,1,14,    ,10,,,,JAPAN,,JAPAN:  SANRIKU,36.70,142.10,,Yes
1938,11,30,2,29,    ,50,,,,JAPAN,,JAPAN:  SANRIKU,37.00,142.20,,Yes
1939,1,2,4,35,    ,,5,,,TURKEY,,TURKEY,36.30,30.70,,No
1939,6,24,4,22,    ,,,,,PERU,,PERU:  POMACANCHI,-12.50,-72.00,,No
1939,9,19,,,,,6,,7,CHINA,,CHINA:  YUNNAN PROVINCE,24.40,102.50,2.00,No
1939,9,21,0,37,    ,,7,,9,TURKEY,,TURKEY,39.10,26.80,,No
1939,10,11,14,51,    ,120,,,7,PERU,,PERU:  CHUQUIBAMBA,-15.31,-72.19,,No
1939,11,21,8,43,    ,80,6,,7,TURKEY,,TURKEY:  ERZINCAN,39.70,40.40,,No
1939,11,21,11,2,    ,220,7,,,AFGHANISTAN,,AFGHANISTAN,36.30,70.60,,No
1939,1,25,3,32,14,60,8,,10,CHILE,,CHILE:  CHILLAN,-36.25,-72.25,30000.00,Yes
1939,1,27,20,10,15,15,,,,ITALY,,ITALY:  CALABRIA,38.50,14.70,,Yes
1939,1,30,2,18,30,35,8,8,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-7.08,155.39,5.00,Yes
1939,3,20,3,22,,20,7,,,JAPAN,,"SEIKAIDO, JAPAN",32.30,132.00,1.00,Yes
1939,4,18,6,22,45,100,7,,,CHILE,,CHILE:  NORTH CENTRAL,-27.00,-70.50,,Yes
1939,4,30,2,55,29,35,8,8,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.30,159.23,12.00,Yes
1939,5,1,5,58,,,7,,,JAPAN,,JAPAN:  HONSHU:  NW,40.10,139.50,27.00,Yes
1939,5,6,17,0,7,110,7,,5,PHILIPPINES,,"PHILIPPINES:  LUZON ISLAND, MINDOR ISLAND",13.50,121.25,,Yes
1939,5,8,1,46,53,16,7,,10,AZORES (PORTUGAL),,AZORES:  ATLANTIC,37.05,-24.43,,Yes
1939,6,22,19,19,26,13,6,,9,GHANA,,GHANA:  ACCRA,5.18,-0.13,22.00,Yes
1939,8,15,3,52,,,6,,8,CUBA,,CUBA: SANTA CLARA,22.20,-79.10,,Yes
1939,12,21,21,0,40,150,8,,,INDONESIA,,"INDONESIA:  CENTRTAL SULAWESI:  KALO,LUWUK,SULA I",       ,123.00,,Yes
1939,12,26,23,57,23,35,8,8,12,TURKEY,,TURKEY:  ERZINCAN,39.77,39.53,32700.00,Yes
1940,1,15,,,    ,,,,,ARGENTINA,,ARGENTINA:  SAN JUAN,-31.00,-69.00,,No
1940,1,19,5,23,48,,6,,,CHINA,,CHINA:  NEI MONGOL,42.70,121.30,,No
1940,2,20,,,    ,,,,,NICARAGUA,,"NICARAGUA:  CORINTO,CHINANDEGA",12.50,-87.50,,No
1940,2,20,,,,,,,9,TURKEY,,"TURKEY:  KAYSERI,DEVELI",38.40,35.50,,No
1940,4,6,13,43,2,,6,,8,CHINA,,CHINA:  YUNNAN PROVINCE,23.90,102.30,181.00,No
1940,5,7,22,23,    ,19,6,,,TURKEY,,TURKEY-CIS,41.70,43.80,,No
1940,5,19,4,36,41,16,7,,10,USA,CA,CALIFORNIA; MEXICO,32.73,-115.50,9.00,No
1940,6,19,,,,,6,,7,CHINA,,CHINA:  YUNNAN PROVINCE,24.40,102.50,2.00,No
1940,7,14,5,52,54,65,7,,,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS,52.00,178.20,,No
1940,8,5,9,55,15,,6,,8,CHINA,,CHINA:  LIAONING PROVINCE,40.20,122.00,,No
1940,11,10,1,39,    ,150,7,,10,ROMANIA,,ROMANIA,45.80,26.80,,No
1940,1,15,13,19,24,15,5,,8,ITALY,,ITALY,38.10,13.50,,Yes
1940,5,24,16,33,57,60,8,8,10,PERU,,PERU,-10.50,-77.00,179.00,Yes
1940,8,1,15,8,24,10,8,,9,JAPAN,,JAPAN:  W. HOKKAIDO ISLAND,44.20,139.50,10.00,Yes
1940,10,4,7,54,42,75,7,,,CHILE,,CHILE:  NORTHERN,-22.00,-71.00,,Yes
1940,10,11,18,41,13,33,7,,,CHILE,,CHILE:  S,-41.50,-74.50,,Yes
1941,1,11,8,32,59,,6,,8,YEMEN,,YEMEN:  RAZIH,16.40,43.50,1200.00,No
1941,2,16,16,38,    ,,6,,,IRAN,,IRAN:  MOHAMMADABAD,33.50,58.60,,No
1941,4,15,19,9,    ,60,8,,7,MEXICO,,"MEXICO:  MICHOACAN, COLIMA, JALISCO",18.90,-102.90,,No
1941,5,5,15,18,27,,6,,8,CHINA,,CHINA:  HEILONGJIANG PROVINCE,47.00,127.20,132.00,No
1941,5,16,7,14,32,,7,,9,CHINA,,CHINA:  YUNNAN PROVINCE,23.60,99.40,,No
1941,8,7,,,,,,,,TUNISIA,,"TUNISIA:  BOU-SAADIAH,ZAGHOUAN",36.00,10.00,,No
1941,9,10,21,53,    ,28,6,,8,TURKEY,,"TURKEY:  VAN, ERCIS",39.50,43.30,,No
1941,10,8,15,24,20,,6,,8,CHINA,,CHINA:  SICHUAN PROVINCE,31.70,102.30,15.00,No
1941,11,12,10,4,    ,70,6,,8,TURKEY,,TURKEY:  ERZINCAN,39.70,39.40,,No
1941,12,16,19,19,42,,7,,,TAIWAN,,TAIWAN,23.30,120.30,319.00,No
1941,12,26,14,48,9,,7,,8,CHINA,,CHINA:  YUNNAN PROVINCE,22.70,99.90,,No
1941,1,13,16,27,45,15,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-4.18,152.07,4.00,Yes
1941,2,9,9,44,4,,7,,6,USA,CA,CALIFORNIA:  NORTHERN,40.50,-125.25,,Yes
1941,3,16,18,48,,,,,,ITALY,,ITALY:  CALABRIA,38.30,12.20,,Yes
1941,6,26,11,52,,55,8,8,,INDIA,,"INDIA:  ANDAMAN ISLANDS,MADRAS; SRI LANKA:  COLOMBO",12.50,92.50,,Yes
1941,11,18,16,46,,10,7,,,JAPAN,,JAPAN:  SHIKOKU,32.00,132.10,2.00,Yes
1941,11,25,18,3,55,,8,,9,ATLANTIC OCEAN,,ATLANTIC OCEAN:  NORTHERN,37.42,-18.98,,Yes
1941,12,5,20,46,58,,8,,4,COSTA RICA,,COSTA RICA-PANAMA,8.70,-83.20,6.00,Yes
1941,12,6,21,24,40,,7,,,COSTA RICA,,COSTA RICA-PANAMA,8.50,-84.00,,Yes
1942,2,1,17,30,47,,7,,8,CHINA,,CHINA:  YUNNAN PROVINCE:  SIMAO,23.10,100.30,90.00,No
1942,4,8,15,40,    ,25,8,,,PHILIPPINES,,PHILIPPINES:  MINDORO,13.50,121.00,,No
1942,5,14,2,13,    ,30,8,,9,ECUADOR,,ECUADOR:  GUAYAQUIL,-0.75,-81.50,200.00,No
1942,5,28,1,1,48,120,8,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,       ,124.00,,No
1942,6,5,,,    ,,,,,ARGENTINA,,"ARGENTINA:  CANADA,SECA,LAS MALVINAS",-34.60,-67.90,,No
1942,7,8,21,22,27,,6,,8,CHINA,,CHINA:  NEI MONGOL:  TONGLIAO,43.00,122.00,,No
1942,8,6,23,36,59,50,8,,,GUATEMALA,,GUATEMALA:  NEAR S COAST,14.00,-91.00,,No
1942,8,27,6,14,11,33,6,,10,ALBANIA,,"ALBANIA:  PESHKOPIA, MAGELLARE",41.70,20.40,43.00,No
1942,11,10,11,41,27,25,8,,,SOUTH AFRICA,,SOUTH AFRICA:  PRINCE EDWARD ISLAND,-49.50,32.00,,No
1942,11,12,,,    ,,,,,MEXICO,,MEXICO:  JUCHITAN,16.30,-95.00,,No
1942,11,15,17,1,    ,,6,,8,TURKEY,,"TURKEY:  BALIKESIR,BIGADIC",39.20,28.20,,No
1942,11,21,14,1,    ,,,,8,TURKEY,,"TURKEY:  KASTAMONU, KARGI",40.30,34.60,,No
1942,12,2,19,4,    ,,,,8,TURKEY,,TURKEY:  CORUM,40.60,35.00,,No
1942,12,11,2,39,    ,,,,8,TURKEY,,TURKEY,40.80,35.10,,No
1942,12,20,14,3,    ,,7,,10,TURKEY,,"TURKEY:  NIKSAR, ERBAA",40.90,36.50,,No
1942,12,29,3,42,    ,15,6,,10,CROATIA,,BALKANS NW:  CROATIA,43.40,17.20,,No
1942,5,22,10,30,36,130,6,,,COLOMBIA,,COLOMBIA,4.60,-74.50,,Yes
1942,8,24,22,50,27,60,8,8,9,PERU,,"PERU:  ICA, NAZCA",-15.00,-76.00,30.00,Yes
1943,1,20,15,32,    ,,7,,,TURKEY,,TURKEY:  HENDEK,40.80,30.50,,No
1943,1,29,,,    ,,,,,BOSNIA-HERZEGOVINA,,BALKANS NW:  BOSNIA-HERZEGOVINA,44.30,17.00,,No
1943,1,30,5,33,3,100,7,,6,ECUADOR,,ECUADOR:  GUAYAQUIL,-2.10,-80.50,,No
1943,1,31,5,1,,,5,,,PERU,,"PERU:  YANACOA, PAMPAMARCA",-14.20,-71.50,75.00,No
1943,2,22,9,20,    ,60,8,,7,MEXICO,,MEXICO:  GUERRERO: PARICUTIN VOLCANO FORMS,16.70,-101.50,,No
1943,4,5,1,56,1,,7,,,CHINA,,CHINA: XINJIANG WEIWUER ZIZHIQU PROVINCE,39.30,73.30,,No
1943,4,16,,,    ,,5,,,ALGERIA,,ALGERIA:  MANSOURAH,36.10,4.50,,No
1943,5,12,12,25,    ,,,,12,ITALY,,ITALY:  CENTRAL,43.10,13.30,,No
1943,5,25,23,7,36,33,8,,,PHILIPPINES,,PHILIPPINES:  E OF,7.50,128.00,,No
1943,6,9,3,6,22,50,8,,,INDONESIA,,INDONESIA:  S SUMATERA,-1.00,101.00,,No
1943,6,20,15,33,    ,15,6,,10,TURKEY,,"TURKEY:  HENDEK, ADAPAZARI",40.60,30.50,,No
1943,6,21,,,,,5,,6,CHINA,,CHINA:  SICHUAN PROVINCE,30.60,104.10,,No
1943,7,23,14,53,9,90,8,,8,INDONESIA,,INDONESIA:   JAVA:  JOGYAKARTA,-9.50,110.00,213.00,No
1943,7,29,3,2,    ,,8,,,USA TERRITORY,PR,PUERTO RICO:  SAN JUAN,19.30,-67.50,,No
1943,9,6,3,41,    ,25,8,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-53.00,159.00,,No
1943,9,10,8,37,,10,7,,,JAPAN,,JAPAN:  HONSHU:  S,35.30,133.90,1400.00,No
1943,9,14,2,1,    ,50,8,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.00,171.00,,No
1943,9,14,7,18,    ,60,8,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS:  S OF,-30.00,-177.00,,No
1943,10,23,,,    ,,7,,,MYANMAR (BURMA),,MYANMAR (BURMA),21.50,93.50,,No
1943,11,6,8,31,37,60,8,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ARU ISLANDS,-6.00,134.50,,No
1943,11,26,22,20,36,33,8,,11,TURKEY,,"TURKEY:  LADIK, SAMSUN, HAVZA",41.00,33.70,4020.00,No
1943,11,28,17,11,    ,350,8,,,RUSSIA,,RUSSIA:  KAMCHATKA,54.90,156.80,,No
1943,12,5,,,    ,,,,,TURKEY,,TURKEY:  ANATOLIA: NE,40.00,40.00,,No
1943,4,6,16,7,15,35,8,8,,CHILE,,CHILE:  ILLAPEL,-30.75,-72.00,11.00,Yes
1943,6,13,5,12,    ,20,,,,JAPAN,,"SE. HOKKAIDO ISLAND, JAPAN",41.20,143.30,,Yes
1944,1,15,23,49,    ,50,8,,,ARGENTINA,,ARGENTINA:  SAN JUAN PROVINCE,-31.50,-68.50,,No
1944,2,1,3,23,    ,33,7,,10,TURKEY,,TURKEY,41.40,32.70,,No
1944,3,9,22,12,58,,7,,,CHINA,,CHINA:  XINJIANG PROVINCE,44.00,84.00,3.00,No
1944,3,22,0,43,18,220,8,,,INDONESIA,,INDONESIA:  FLORES,-8.50,123.50,,No
1944,4,5,,,    ,7,5,,8,IRAN,,IRAN:  GORGAN,36.80,54.50,,No
1944,5,25,12,58,    ,60,8,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,-2.50,152.80,,No
1944,6,25,4,16,    ,33,6,,8,TURKEY,,TURKEY:  USAK,38.90,29.30,,No
1944,7,30,4,,    ,8,6,,10,GREECE,,GREECE:  KAMPOS (LACONIA),36.70,22.50,,No
1944,9,5,4,38,46,12,6,,8,USA,NY,NEW YORK:  MASSENA,44.96,-74.72,,No
1944,9,27,16,25,7,,7,,,CHINA,,CHINA:  XINJIANG,39.10,75.00,,No
1944,10,5,17,28,    ,120,8,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-22.50,172.00,,No
1944,10,6,2,34,36,,7,,9,TURKEY,,TURKEY:  AYVALIK,39.40,26.70,30.00,No
1944,11,24,4,49,    ,170,8,,,VANUATU,,VANUATU ISLANDS,-19.00,169.00,,No
1944,12,7,4,35,,30,8,8,,JAPAN,,JAPAN:  OFF SOUTHEAST COAST KII PENINSULA,34.00,137.10,1223.00,Yes
1945,3,18,8,1,26,,6,,9,UGANDA,,UGANDA:  MASARA,       ,32.00,,No
1945,3,20,7,59,    ,60,6,,7,TURKEY,,"TURKEY:  AELANA, CEYHAN, ADANA",37.40,35.80,,No
1945,5,11,20,17,    ,,,,,IRAN,,"IRAN:  GARMSAR,KERAND,BANKUH",35.20,52.10,,No
1945,6,21,1,33,    ,,,,7,TURKEY,,TURKEY,38.50,43.30,,No
1945,7,29,8,56,    ,,,,7,TURKEY,,"TURKEY:  VAN,BOLGESI",38.50,43.30,,No
1945,9,12,0,51,    ,,6,,8,CAMEROON,,CAMEROON:  CONGO; CENTRAL AFRICAN REPUBLIC,2.50,15.60,,No
1945,9,23,15,34,21,,6,,8,CHINA,,CHINA:  HEBEI PROVINCE,39.50,119.00,17.00,No
1945,12,21,,,,,,,8,TURKEY,,"TURKEY:  DENIZLI, BURDUR",38.00,28.90,,No
1945,12,28,17,48,    ,60,8,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-6.00,150.00,,No
1945,1,12,18,38,,,7,,,JAPAN,,JAPAN:  HONSHU:  S,34.70,137.20,2306.00,Yes
1945,2,10,4,57,    ,20,,,,JAPAN,,"SANRIKU, JAPAN",40.90,142.10,,Yes
1945,11,27,21,56,50,15,8,8,10,PAKISTAN,,PAKISTAN:  MAKRAN COAST,24.50,63.00,4000.00,Yes
1946,2,10,,,,,,,8,IRAN,,IRAN:  GIV (SE BIRJAND),32.50,59.10,,No
1946,2,12,2,43,24,,6,,9,ALGERIA,,ALGERIA:  HODNA MOUNTAINS,35.75,5.00,264.00,No
1946,2,21,15,43,    ,60,6,,8,TURKEY,,"TURKEY:  IIGIN, KONYA",38.20,31.80,,No
1946,3,12,2,21,    ,,,,,IRAN,,IRAN:  KAZERUN,29.40,51.40,,No
1946,5,31,3,12,    ,,6,,8,TURKEY,,TURKEY:  USTUKRAN,39.30,41.20,,No
1946,9,12,15,17,17,60,8,,,MYANMAR (BURMA),,MYANMAR (BURMA),23.90,96.20,,No
1946,9,12,15,20,23,60,8,,,MYANMAR (BURMA),,MYANMAR (BURMA),23.90,96.20,,No
1946,9,29,3,1,    ,60,8,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND,-4.50,153.50,,No
1946,11,2,18,28,    ,35,8,,10,KYRGYZSTAN,,KYRGYZSTAN,41.50,72.50,,No
1946,11,4,21,47,    ,26,8,,,TURKMENISTAN,,TURKMENISTAN,39.30,55.40,400.00,No
1946,11,10,17,42,    ,12,7,,11,PERU,,"PERU: JOCAIBAMBA,CERRO ANGASCHAJ,CERRO SILLAPATA",-8.50,-77.50,,No
1946,12,4,22,47,39,,7,,9,TAIWAN,,TAIWAN,23.10,120.30,58.00,No
1946,4,1,12,29,1,15,9,9,6,USA,AK,ALASKA:  UNIMAK ISLAND,53.49,-162.83,167.00,Yes
1946,6,23,17,13,19,,7,,,CANADA,BC,BRITISH COLUMBIA,49.87,-124.92,,Yes
1946,8,2,19,18,48,60,8,,,CHILE,,CHILE:  NORTHERN,-26.50,-70.50,2.00,Yes
1946,8,4,17,51,5,15,8,8,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  NORTHEASTERN COAST,19.25,-69.00,1790.00,Yes
1946,8,8,13,28,34,15,8,8,,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  NORTHEASTERN COAST,19.50,-69.50,75.00,Yes
1946,9,30,0,59,40,70,7,,7,PERU,,PERU:  PISCO,-14.00,-76.25,,Yes
1946,11,1,11,14,    ,40,,,,USA,AK,ALASKA:  EAST ALEUTIAN ISLANDS,51.50,-174.50,,Yes
1946,12,20,19,19,5,20,8,8,,JAPAN,,JAPAN:  HONSHU:  S COAST,33.00,135.60,1362.00,Yes
1947,1,26,,,    ,,,,,EL SALVADOR,,EL SALVADOR:  LA UNION,13.20,-87.50,,No
1947,3,17,8,19,41,,8,,,CHINA,,CHINA:  QINGHAI PROVINCE,33.30,99.50,,No
1947,3,26,20,48,32,,6,,7,CHINA,,CHINA:  YUNNAN PROVINCE,25.00,102.00,1.00,No
1947,4,10,15,58,    ,,6,,,USA,CA,CALIFORNIA,35.00,-116.60,,No
1947,5,6,20,30,32,33,7,7,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-6.50,148.50,,No
1947,6,7,5,5,    ,,6,,7,CHINA,,CHINA:  SICHUAN PROVINCE,26.70,102.90,3.00,No
1947,7,10,15,,    ,9,4,,7,IRAN,,IRAN:  SHIRVAN,37.50,57.80,,No
1947,7,14,7,1,    ,10,,,9,COLOMBIA,,COLOMBIA:  PASTO,1.20,-77.20,,No
1947,7,29,13,43,22,60,8,,,INDIA,,INDIA-CHINA,28.50,94.00,,No
1947,8,5,14,24,10,,8,,,PAKISTAN,,PAKISTAN:  GWADAR,25.50,63.00,,No
1947,8,6,9,36,40,,5,,9,ALGERIA,,ALGERIA,37.00,8.00,3.00,No
1947,9,23,12,28,    ,,7,,,IRAN,,IRAN:  DUSTABAD,33.40,58.70,,No
1947,11,1,14,58,    ,100,7,,10,PERU,,"PERU:  SATIPO,ANDAMARCA,ACOBAMBA,LA MERCED,VICTOC",-10.50,-75.00,,No
1947,3,25,20,32,15,12,7,7,4,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-38.85,178.87,,Yes
1947,5,17,7,6,    ,12,7,7,,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-38.42,178.88,,Yes
1947,10,6,19,55,37,28,7,,9,GREECE,,GREECE:  S:  PYLIA (MESSINIA),37.00,22.00,3.00,Yes
1947,11,4,0,9,10,33,7,,,JAPAN,,"W. HOKKAIDO ISLAND, JAPAN",43.80,141.00,,Yes
1948,3,1,1,12,28,60,8,,,INDONESIA,,INDONESIA:  SERAM,-3.00,127.50,,No
1948,5,7,7,15,    ,,,,12,ITALY,,ITALY:  N,44.60,10.90,,No
1948,5,11,8,56,    ,60,7,,10,PERU,,"PERU:  AREQUIPA,MOQUEGUA,TACNA,TORATA,QUELLAVECO",-17.40,-71.00,,No
1948,5,14,22,31,    ,25,8,,,USA,AK,ALASKA:  ALASKA PENINSULA,54.50,-161.00,,No
1948,5,25,7,11,21,18,7,,10,CHINA,,CHINA:  SICHUAN PROVINCE,29.50,100.50,800.00,No
1948,5,28,5,37,    ,55,7,,7,PERU,,PERU:  CANETE,-13.10,-76.20,,No
1948,6,27,0,8,23,,7,,8,CHINA,,CHINA:  YUNNAN PROVINCE,26.40,99.70,110.00,No
1948,6,28,7,13,    ,20,7,,,JAPAN,,JAPAN:  FUKUI,36.50,136.00,5131.00,No
1948,6,30,12,21,    ,33,6,,11,GREECE,,GREECE:  TSOUKALADES-KALAMITSI (LEUKAS),38.50,20.50,,No
1948,10,5,20,12,7,18,7,,10,TURKMENISTAN,,TURKMENISTAN:  ASHKHABAD,37.95,58.32,110000.00,No
1948,10,8,19,1,57,,6,,8,CHINA,,CHINA:  GUIZHOU PROVINCE,27.40,104.00,3.00,No
1948,1,24,17,46,40,33,8,,9,PHILIPPINES,,"PHILIPPINES:  PANAY, ILOILO CITY, ANTIQUE",10.50,122.00,74.00,Yes
1948,2,9,12,58,13,30,7,,10,GREECE,,GREECE:  DODECANESE ISLANDS,35.50,27.00,,Yes
1948,4,17,16,11,    ,40,,,,JAPAN,,"TOKAIDO, JAPAN",33.10,135.60,,Yes
1948,4,22,10,42,47,15,7,7,10,GREECE,,GREECE:  VASILIKI (LEUKAS),38.53,20.43,2.00,Yes
1948,5,23,9,13,18,,6,,,CHINA,,CHINA:  SHANDONG PROVINCE,37.20,121.80,,Yes
1948,6,2,18,58,18,,6,,,INDONESIA,,INDONESIA:  OFF NORTHWEST COAST,6.00,95.00,,Yes
1948,9,8,15,9,    ,25,8,,,TONGA,,TONGA ISLANDS,-21.00,-174.00,,Yes
1948,12,4,0,22,48,,7,,,MEXICO,,MEXICO:  MARIA MADRE ISLAND,22.00,-106.00,4.00,Yes
1948,12,26,7,12,21,100,7,,7,CHILE,,CHILE:  ANTOFAGASTA,-22.50,-69.00,,Yes
1949,2,23,16,8,11,,7,,9,CHINA,,CHINA:  XINJIANG PROVINCE,42.00,84.00,21.00,No
1949,3,4,10,19,25,230,8,,8,AFGHANISTAN,,"AFGHANISTAN:  HINDU-KUSH, WEST PUNJAB",36.00,70.50,,No
1949,4,24,4,22,,100,6,,,IRAN,,"IRAN:  MAKHL-E-NAKHODA,BANDAR ABBAS,BAZAAR",27.28,56.46,,No
1949,7,10,3,53,38,16,7,,10,TAJIKISTAN,,TAJIKISTAN,39.20,70.80,3500.00,No
1949,8,4,19,8,    ,10,7,,10,ECUADOR,,ECUADOR:  PELILEO,-1.40,-78.50,,No
1949,8,5,19,8,    ,60,7,,,ECUADOR,,ECUADOR,-1.50,-78.20,,No
1949,8,6,0,35,    ,70,8,,,TONGA,,TONGA ISLANDS,-18.50,-174.50,,No
1949,8,17,18,43,    ,,7,,10,TURKEY,,TURKEY: KARLIOVA,39.00,40.50,,No
1949,9,15,3,45,    ,,,,12,ITALY,,ITALY:  CENTRAL,42.50,12.70,,No
1949,11,13,5,27,11,,6,,,CHINA,,CHINA:  SICHUAN PROVINCE,30.30,102.50,,No
1949,11,17,1,19,52,,,,5,USA,CA,CALIFORNIA:  SOUTHERN,33.75,-118.25,,No
1949,1,27,11,0,    ,150,,,,RUSSIA,,RUSSIA:  KAMCHATKA,54.60,163.50,,Yes
1949,2,9,13,28,30,15,,,,GREECE,,GRFECE:  OFF WEST COAST,38.20,20.00,,Yes
1949,4,13,19,55,42,,7,,8,USA,WA,WASHINGTON,47.17,-122.62,8.00,Yes
1949,4,20,3,29,7,70,7,,,CHILE,,"CHILE:  ANGOL, TRAIGUEN",-38.00,-73.50,57.00,Yes
1949,5,9,13,36,18,,7,,,INDONESIA,,INDONESIA:  BANDA ACEH,5.00,95.00,,Yes
1949,7,23,15,3,30,,7,,9,GREECE,,"GREECE:  CHIOS, OENOUSSAE; TURKEY: KARABURUN",38.58,26.23,7.00,Yes
1949,8,22,4,1,12,25,8,8,,CANADA,,CANADA:  QUEEN CHARLOTTE ISLANDS,53.62,-133.27,,Yes
1949,9,5,2,54,1,80,6,,,PHILIPPINES,,PHILIPPINES:  N LUZON,17.00,121.50,,Yes
1949,10,19,21,0,19,60,8,8,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-5.50,154.00,,Yes
1949,12,17,6,53,30,33,8,,,CHILE,,CHILE:  TIERRA DEL FUEGO,-54.00,-71.00,1.00,Yes
1949,12,17,15,7,55,33,8,,,CHILE,,CHILE:  TIERRA DEL FUEGO,-54.00,-71.00,3.00,Yes
1949,12,29,3,3,54,,7,,8,PHILIPPINES,,PHILIPPINES:  LUZON:  E,17.00,121.63,16.00,Yes
1950,1,19,17,27,    ,,,,,IRAN,,IRAN: BUSHIRE,27.30,53.20,,No
1950,2,2,19,33,39,,7,,,CHINA,,CHINA:  YUNNAN PROVINCE,21.70,100.10,,No
1950,2,4,9,31,    ,,,,,TURKEY,,TURKEY,40.00,40.00,,No
1950,2,28,10,20,    ,340,8,,6,RUSSIA,,RUSSIA:  SEA OF OKHOTSK,46.00,144.00,,No
1950,3,7,8,3,    ,550,,,5,BRAZIL,,BRAZIL,-8.00,-71.00,,No
1950,5,16,13,23,    ,250,8,,,PERU,,PERU,-15.00,-69.50,,No
